"Ephemeris Data for Mercury Observations From Kitt Peak, AZ; McMath Observatory; All data for 20:00 UTC",,,,,,,,,,,,,,,,,
DateObs,Time,Sun_Data,Illum%,Def_illu,Ang-diam,Ob-lon,Ob-lat,Sl-lon,Sl-lat,r,rdot,delta,deldot,S-O-T,/r,S-T-O,True_Anom
1988-Nov-23,20:00,*,99.332,0.0314,4.703668,226.12,-1.15,235.43,-0.01,0.451874404,4.9011291,1.430307607,8.851647,4.2724,/L,9.3689,150.8409
1988-Nov-24,20:00,*,99.506,0.0232,4.688134,230.67,-1.23,238.65,-0.01,0.454574181,4.4471004,1.435047146,7.7676717,3.7004,/L,8.0574,153.762
1988-Nov-25,20:00,*,99.649,0.0164,4.674708,235.23,-1.31,241.9,-0.02,0.457009897,3.9868051,1.439168645,6.7024548,3.1358,/L,6.7854,156.6504
1988-Nov-26,20:00,*,99.765,0.011,4.663322,239.78,-1.38,245.17,-0.02,0.459178192,3.5211422,1.442682311,5.6537977,2.5813,/L,5.5551,159.5098
1988-Nov-27,20:00,*,99.854,0.0068,4.65392,244.34,-1.46,248.48,-0.02,0.461076204,3.0509291,1.445597097,4.6195649,2.0426,/L,4.375,162.3439
1988-Nov-28,20:00,*,99.918,0.0038,4.646451,248.9,-1.54,251.8,-0.02,0.462701524,2.5769136,1.447920744,3.5976795,1.5328,/L,3.2701,165.1565
1988-Nov-29,20:00,*,99.959,0.0019,4.640877,253.46,-1.62,255.15,-0.02,0.464052154,2.0997851,1.449659804,2.5861139,1.089,/L,2.3155,167.9511
1988-Nov-30,20:00,*,99.977,0.0011,4.637167,258.03,-1.7,258.5,-0.02,0.465126482,1.6201853,1.450819673,1.5828805,0.8201,/L,1.7384,170.7311
1989-Feb-01,20:00,*m,16.914,7.9477,9.565535,236.51,-9.83,8.69,0.02,0.367176733,10.0479733,0.703326312,21.5459516,16.223,/L,131.4265,87.303
1989-Feb-02,20:00,*m,20.11,7.5039,9.392732,243.12,-9.67,10.45,0.02,0.372984292,10.0547666,0.716265798,23.4970337,17.6611,/L,126.7075,91.6846
1989-Feb-03,20:00,*m,23.321,7.0646,9.213155,249.59,-9.49,12.34,0.02,0.37877922,10.0052497,0.73022678,25.1054742,18.9651,/L,122.2428,95.932
1989-Feb-04,20:00,*m,26.502,6.6371,9.030202,255.92,-9.31,14.36,0.02,0.384530543,9.9047113,0.745021319,26.4040733,20.1375,/L,118.0269,100.0517
1989-Feb-05,20:00,*m,29.619,6.2264,8.846631,262.12,-9.13,16.5,0.02,0.390210263,9.7581557,0.760480793,27.4266937,21.1833,/L,114.0505,104.0507
1989-Feb-06,20:00,*m,32.647,5.8359,8.664616,268.18,-8.94,18.75,0.01,0.395793177,9.5702575,0.776455983,28.2065691,22.1089,/L,110.302,107.9358
1989-Feb-07,20:00,*m,35.571,5.4674,8.485815,274.13,-8.76,21.11,0.01,0.401256679,9.3453386,0.792816356,28.7751674,22.9216,/L,106.7683,111.714
1989-Feb-08,20:00,*m,38.378,5.1217,8.311449,279.97,-8.58,23.57,0.01,0.406580556,9.0873618,0.809448826,29.1614992,23.629,/L,103.436,115.3918
1989-Feb-09,20:00,*m,41.063,4.7989,8.142381,285.71,-8.4,26.12,0.01,0.41174678,8.7999372,0.826256224,29.3917691,24.2388,/L,100.2916,118.976
1989-Feb-10,20:00,*m,43.623,4.4984,7.979182,291.36,-8.22,28.76,0,0.416739308,8.4863361,0.843155635,29.4892778,24.7585,/L,97.3217,122.4727
1989-Feb-11,20:00,*m,46.061,4.2192,7.8222,296.92,-8.05,31.49,0,0.421543893,8.1495102,0.860076744,29.4744975,25.1951,/L,94.5135,125.8882
1989-Feb-12,20:00,*m,48.377,3.9603,7.671605,302.41,-7.88,34.28,0,0.426147903,7.7921145,0.876960252,29.3652537,25.5554,/L,91.8547,129.2282
1989-Feb-13,20:00,*m,50.577,3.7203,7.527434,307.82,-7.72,37.15,0,0.430540163,7.4165311,0.893756417,29.17696,25.8455,/L,89.3338,132.4984
1989-Feb-14,20:00,*m,52.665,3.4979,7.389628,313.16,-7.56,40.08,0,0.434710797,7.0248933,0.910423738,28.9228712,26.0711,/L,86.94,135.7043
1989-Feb-15,20:00,*,54.646,3.2918,7.258055,318.45,-7.41,43.07,-0.01,0.438651095,6.6191097,0.926927781,28.614333,26.2374,/L,84.6631,138.8508
1989-Feb-16,20:00,*,56.527,3.1007,7.132534,323.68,-7.26,46.12,-0.01,0.44235339,6.200887,0.943240151,28.2610161,26.3489,/L,82.4937,141.9429
1989-Feb-17,20:00,*,58.314,2.9234,7.012852,328.86,-7.12,49.22,-0.01,0.445810948,5.7717512,0.959337587,27.8711305,26.41,/L,80.4228,144.9854
1989-Feb-18,20:00,*,60.013,2.7586,6.898774,333.99,-6.98,52.36,-0.01,0.449017868,5.3330681,0.975201178,27.451618,26.4245,/L,78.4424,147.9828
1989-Feb-19,20:00,*,61.63,2.6054,6.790055,339.08,-6.84,55.54,-0.01,0.451968996,4.8860619,0.990815684,27.0083227,26.3957,/L,76.5448,150.9393
1989-Feb-20,20:00,*,63.17,2.4626,6.686444,344.13,-6.71,58.75,-0.01,0.454659847,4.4318318,1.006168949,26.5461414,26.3267,/L,74.7228,153.8591
1989-Feb-21,20:00,*,64.64,2.3294,6.587695,349.14,-6.59,62,-0.02,0.45708654,3.9713684,1.021251388,26.0691531,26.2203,/L,72.9698,156.7462
1989-Feb-22,20:00,*,66.043,2.205,6.493564,354.12,-6.46,65.28,-0.02,0.459245738,3.5055676,1.036055556,25.5807308,26.0788,/L,71.2796,159.6045
1989-Feb-23,20:00,*,67.387,2.0885,6.403815,359.06,-6.34,68.59,-0.02,0.461134596,3.0352441,1.050575768,25.0836362,25.9043,/L,69.6463,162.4378
1989-Feb-24,20:00,*,68.674,1.9792,6.318223,3.98,-6.22,71.91,-0.02,0.46275072,2.5611435,1.064807767,24.5800997,25.6989,/L,68.0644,165.2495
1989-Feb-25,20:00,*,69.91,1.8766,6.236572,8.86,-6.11,75.26,-0.02,0.464092129,2.0839532,1.078748442,24.071887,25.4641,/L,66.5288,168.0434
1989-Feb-26,20:00,*,71.1,1.7799,6.15866,13.72,-6,78.61,-0.02,0.465157224,1.6043135,1.092395576,23.5603554,25.2015,/L,65.0345,170.8228
1989-Feb-27,20:00,*,72.246,1.6886,6.084293,18.55,-5.89,81.98,-0.02,0.465944766,1.1228267,1.105747626,23.0465007,24.9123,/L,63.5769,173.5911
1989-Feb-28,20:00,*,73.353,1.6024,6.013292,23.35,-5.78,85.36,-0.03,0.466453854,0.6400668,1.118803522,22.5309977,24.5976,/L,62.1515,176.3518
1989-Jul-01,20:00,*m,70.338,1.8042,6.082374,292,5.08,357.9,-0.01,0.337275919,-8.8111908,1.106096482,36.6317206,17.6401,/L,65.9938,298.841
1989-Jul-02,20:00,*m,73.148,1.603,5.969685,296.38,5.05,358.68,0,0.332325175,-8.3199769,1.126976192,35.9749228,16.8403,/L,62.4171,304.1952
1989-Jul-03,20:00,*m,75.945,1.4104,5.863282,300.7,5.02,359.31,0,0.327684057,-7.7385925,1.147427769,35.1358392,15.9909,/L,58.7358,309.7063
1989-Jul-04,20:00,*m,78.708,1.2271,5.76325,304.98,5,359.79,0,0.323404836,-7.0666767,1.167343512,34.1057149,15.0939,/L,54.9532,315.3696
1989-Jul-05,20:00,*m,81.412,1.0539,5.669668,309.21,4.97,0.12,0.01,0.319539385,-6.3060258,1.186611498,32.8788653,14.1519,/L,51.075,321.1774
1989-Jul-06,20:00,*m,84.026,0.8917,5.582603,313.4,4.95,0.31,0.01,0.316137834,-5.4609387,1.205117615,31.4535836,13.1677,/L,47.1099,327.1189
1989-Jul-07,20:00,*m,86.523,0.7415,5.502108,317.54,4.94,0.39,0.01,0.313247048,-4.5384605,1.2227481,29.832961,12.145,/L,43.0699,333.18
1989-Jul-08,20:00,*m,88.871,0.6041,5.428218,321.65,4.92,0.37,0.02,0.310909007,-3.5484725,1.239392498,28.0255076,11.0877,/L,38.97,339.3432
1989-Jul-09,20:00,*m,91.04,0.4803,5.360938,325.73,4.91,0.26,0.02,0.309159187,-2.5035839,1.254946896,26.0454615,10.0006,/L,34.8286,345.588
1989-Jul-10,20:00,*m,93.005,0.3708,5.300245,329.78,4.9,0.1,0.02,0.308025071,-1.4187992,1.269317222,23.912691,8.8891,/L,30.6673,351.8914
1989-Jul-11,20:00,*,94.74,0.2759,5.246082,333.8,4.9,359.9,0.03,0.307524914,-0.3109642,1.282422354,21.6521427,7.7593,/L,26.5112,358.2285
1989-Jul-12,20:00,*,96.229,0.196,5.198354,337.81,4.9,359.69,0.03,0.30766689,0.8019726,1.294196789,19.2928461,6.6187,/L,22.3894,4.5729
1989-Jul-13,20:00,*,97.459,0.131,5.15693,341.8,4.9,359.51,0.03,0.308448689,1.901814,1.30459262,16.8665563,5.4772,/L,18.3384,10.8984
1989-Jul-14,20:00,*,98.426,0.0806,5.121644,345.78,4.91,359.36,0.03,0.309857638,2.9709958,1.313580662,14.4061717,4.3492,/L,14.4091,17.1792
1989-Jul-15,20:00,*,99.131,0.0442,5.092298,349.76,4.92,359.29,0.03,0.311871297,3.9934005,1.321150637,11.9440998,3.2622,/L,10.6919,23.3909
1989-Jul-16,20:00,*,99.583,0.0212,5.068665,353.74,4.93,359.31,0.03,0.314458503,4.9550211,1.32731045,9.510746,2.2839,/L,7.4035,29.5117
1989-Jul-17,20:00,*,99.794,0.0104,5.050499,357.73,4.95,359.44,0.03,0.317580726,5.8444204,1.332084661,7.1332702,1.6222,/L,5.1987,35.5224
1989-Jul-18,20:00,*,99.783,0.0109,5.037537,1.72,4.97,359.69,0.04,0.321193633,6.6529639,1.335512334,4.834705,1.6857,/T,5.3377,41.4069
1989-Jul-19,20:00,*,99.571,0.0216,5.029507,5.73,4.99,0.08,0.03,0.325248719,7.3748364,1.337644503,2.6334698,2.4009,/T,7.5156,47.1526
1989-Jul-20,20:00,*,99.179,0.0412,5.026137,9.76,5.02,0.63,0.03,0.3296949,8.006878,1.338541459,0.5432595,3.3597,/T,10.4002,52.7499
1989-Jul-21,20:00,*,98.631,0.0688,5.027156,13.8,5.05,1.32,0.03,0.334479961,8.5482892,1.338270068,-1.426754,4.3907,/T,13.4415,58.1927
1989-Jul-22,20:00,*,97.95,0.1032,5.032303,17.87,5.08,2.18,0.03,0.339551819,9.0002579,1.336901279,-3.2714926,5.4391,/T,16.4695,63.4774
1989-Jul-23,20:00,*,97.156,0.1434,5.041328,21.95,5.12,3.19,0.03,0.344859549,9.3655552,1.334507918,-4.9894032,6.4839,/T,19.4233,68.6029
1989-Jul-24,20:00,*,96.269,0.1885,5.053997,26.06,5.16,4.36,0.03,0.350354191,9.6481394,1.331162837,-6.581829,7.5154,/T,22.2782,73.5702
1989-Jul-25,20:00,*m,95.308,0.2379,5.07009,30.2,5.2,5.69,0.03,0.355989321,9.8527931,1.326937422,-8.0523835,8.5282,/T,25.0247,78.3822
1989-Jul-26,20:00,*m,94.288,0.2907,5.089409,34.36,5.24,7.17,0.03,0.361721438,9.9848092,1.321900457,-9.4063685,9.5193,/T,27.6602,83.0429
1989-Jul-27,20:00,*m,93.222,0.3465,5.111773,38.55,5.28,8.79,0.02,0.367510184,10.0497327,1.316117299,-10.6502606,10.4865,/T,30.1859,87.5573
1989-Jul-28,20:00,*m,92.123,0.4047,5.137018,42.77,5.33,10.56,0.02,0.373318422,10.053157,1.309649331,-11.7912787,11.4289,/T,32.6053,91.9315
1989-Jul-29,20:00,*m,90.999,0.4649,5.165002,47.01,5.38,12.45,0.02,0.379112225,10.0005707,1.302553639,-12.8370317,12.3455,/T,34.9232,96.1718
1989-Jul-30,20:00,*m,89.858,0.5269,5.195599,51.28,5.42,14.48,0.02,0.384860774,9.897248,1.29488287,-13.7952436,13.2359,/T,37.1451,100.2849
1989-Jul-31,20:00,*m,88.708,0.5904,5.228701,55.58,5.47,16.63,0.02,0.390536221,9.7481762,1.286685229,-14.6735472,14.0998,/T,39.2769,104.2776
1989-Aug-01,20:00,*m,87.552,0.6553,5.264216,59.9,5.53,18.89,0.01,0.396113499,9.5580109,1.278004576,-15.4793356,14.9372,/T,41.3248,108.1568
1989-Aug-02,20:00,*m,86.395,0.7214,5.302069,64.25,5.58,21.25,0.01,0.401570134,9.3310543,1.268880599,-16.2196607,15.748,/T,43.295,111.9294
1989-Aug-03,20:00,*m,85.239,0.7886,5.342199,68.63,5.63,23.72,0.01,0.406886028,9.0712502,1.259349027,-16.9011674,16.5323,/T,45.1937,115.6022
1989-Aug-04,20:00,*m,84.086,0.8569,5.384558,73.04,5.68,26.28,0.01,0.412043262,8.7821898,1.249441884,-17.5300547,17.2903,/T,47.027,119.1815
1989-Aug-05,20:00,*m,82.937,0.9263,5.429115,77.47,5.74,28.92,0,0.417025892,8.4671263,1.239187747,-18.112057,18.0219,/T,48.8007,122.6738
1989-Aug-06,20:00,*m,81.794,0.997,5.475848,81.92,5.79,31.65,0,0.42181976,8.128995,1.228612019,-18.6524382,18.7274,/T,50.5207,126.0852
1989-Aug-07,20:00,*m,80.654,1.0688,5.524749,86.41,5.85,34.45,0,0.426412317,7.7704353,1.217737198,-19.1559964,19.4069,/T,52.1925,129.4214
1989-Aug-08,20:00,*m,79.519,1.142,5.575822,90.92,5.91,37.33,0,0.430792459,7.393815,1.206583148,-19.627075,20.0604,/T,53.8214,132.6881
1989-Aug-09,20:00,*,78.387,1.2166,5.62908,95.45,5.96,40.26,0,0.434950377,7.0012546,1.195167352,-20.069579,20.6879,/T,55.4127,135.8908
1989-Aug-10,20:00,*,77.257,1.2929,5.684549,100.01,6.02,43.26,-0.01,0.438877421,6.5946511,1.18350516,-20.4869942,21.2896,/T,56.9714,139.0344
1989-Aug-11,20:00,*,76.127,1.3709,5.742263,104.6,6.08,46.3,-0.01,0.442565978,6.1757004,1.171610028,-20.8824088,21.8652,/T,58.5024,142.1239
1989-Aug-12,20:00,*,74.996,1.4508,5.802267,109.22,6.14,49.4,-0.01,0.446009362,5.7459192,1.159493738,-21.2585373,22.4149,/T,60.0103,145.164
1989-Aug-13,20:00,*,73.862,1.5329,5.864617,113.86,6.2,52.55,-0.01,0.449201716,5.3066648,1.147166608,-21.6177457,22.9383,/T,61.4997,148.1592
1989-Aug-14,20:00,*,72.723,1.6174,5.929375,118.52,6.26,55.73,-0.01,0.452137924,4.8591539,1.134637684,-21.9620788,23.4353,/T,62.9751,151.1138
1989-Aug-15,20:00,*,71.576,1.7045,5.996616,123.22,6.32,58.95,-0.01,0.454813538,4.404479,1.121914917,-22.2932874,23.9055,/T,64.441,154.0319
1989-Aug-16,20:00,*,70.419,1.7945,6.06642,127.94,6.38,62.2,-0.02,0.45722471,3.9436251,1.109005329,-22.6128529,24.3486,/T,65.9016,156.9176
1989-Aug-17,20:00,*,69.25,1.8877,6.138881,132.69,6.45,65.48,-0.02,0.459368131,3.4774828,1.095915158,-22.9220045,24.7641,/T,67.3611,159.7747
1989-Aug-18,20:00,*,68.066,1.9844,6.214097,137.46,6.51,68.79,-0.02,0.461240983,3.0068627,1.082650005,-23.2217236,25.1514,/T,68.8239,162.6069
1989-Aug-19,20:00,*,66.864,2.085,6.29218,142.27,6.57,72.12,-0.02,0.462840896,2.5325066,1.069214975,-23.512733,25.5099,/T,70.2942,165.4179
1989-Aug-20,20:00,*,65.641,2.1898,6.373246,147.1,6.64,75.46,-0.02,0.464165914,2.055099,1.055614837,-23.7954749,25.8388,/T,71.7761,168.2111
1989-Aug-21,20:00,*,64.394,2.2992,6.457422,151.97,6.7,78.82,-0.02,0.465214457,1.5752777,1.041854191,-24.0700826,26.1372,/T,73.2742,170.9901
1989-Aug-22,20:00,*,63.12,2.4137,6.544845,156.87,6.77,82.19,-0.02,0.465985308,1.0936433,1.027937656,-24.3363537,26.404,/T,74.7926,173.7583
1989-Aug-23,20:00,*m,61.816,2.5338,6.635656,161.8,6.84,85.57,-0.03,0.466477584,0.6107683,1.013870065,-24.5937277,26.6382,/T,76.336,176.5189
1989-Aug-24,20:00,*m,60.478,2.6599,6.730003,166.76,6.91,88.95,-0.03,0.46669073,0.1272064,0.999656682,-24.841266,26.8385,/T,77.9088,179.2754
1989-Aug-25,20:00,*m,59.102,2.7925,6.828041,171.76,6.98,92.33,-0.03,0.466624504,-0.3564994,0.985303427,-25.0776313,27.0033,/T,79.5159,182.031
1989-Aug-26,20:00,*m,57.686,2.9323,6.929928,176.8,7.05,95.71,-0.03,0.46627898,-0.8398083,0.970817105,-25.3010616,27.131,/T,81.1621,184.7891
1989-Aug-27,20:00,*m,56.225,3.0799,7.035822,181.87,7.12,99.09,-0.03,0.465654544,-1.3221734,0.95620567,-25.509338,27.2198,/T,82.8527,187.5529
1989-Aug-28,20:00,*m,54.716,3.2359,7.14588,186.99,7.19,102.45,-0.03,0.464751903,-1.8030328,0.941478491,-25.6997438,27.2676,/T,84.5929,190.3258
1989-Aug-29,20:00,*m,53.154,3.4011,7.260257,192.15,7.27,105.8,-0.03,0.463572092,-2.2818018,0.926646656,-25.8690155,27.2722,/T,86.3884,193.1111
1989-Aug-30,20:00,*m,51.535,3.5762,7.379095,197.36,7.34,109.14,-0.03,0.462116495,-2.757863,0.911723305,-26.0132842,27.2309,/T,88.2452,195.9124
1989-Aug-31,20:00,*m,49.856,3.762,7.502523,202.62,7.42,112.46,-0.03,0.460386866,-3.2305575,0.896723994,-26.1280092,27.141,/T,90.1695,198.733
1990-Feb-01,20:00,*m,63.711,2.4135,6.650782,326.48,-6.82,40.44,0,0.435199715,6.9767489,1.01156412,29.2576465,25.13,/L,74.0787,136.0878
1990-Feb-02,20:00,*m,65.419,2.2627,6.543377,331.53,-6.73,43.44,-0.01,0.439111735,6.5693606,1.028168279,28.6245777,25.0744,/L,72.0326,139.2275
1990-Feb-03,20:00,*m,67.033,2.1236,6.441669,336.55,-6.63,46.49,-0.01,0.442784886,6.1497265,1.044402158,27.9738449,24.98,/L,70.0782,142.3134
1990-Feb-04,20:00,*m,68.558,1.9951,6.34534,341.53,-6.54,49.59,-0.01,0.446212538,5.7193525,1.060257164,27.310446,24.8502,/L,68.2076,145.3502
1990-Feb-05,20:00,*,70.002,1.8761,6.254088,346.48,-6.45,52.74,-0.01,0.449388886,5.2795864,1.075727296,26.638428,24.6875,/L,66.4138,148.3424
1990-Feb-06,20:00,*,71.372,1.7657,6.167619,351.4,-6.36,55.93,-0.01,0.452308858,4.8316363,1.090808643,25.9610327,24.4944,/L,64.69,151.2942
1990-Feb-07,20:00,*,72.672,1.6631,6.085662,356.29,-6.28,59.15,-0.01,0.454968047,4.3765876,1.105498954,25.2808238,24.2731,/L,63.0301,154.2099
1990-Feb-08,20:00,*,73.909,1.5675,6.007956,1.15,-6.2,62.4,-0.02,0.457362638,3.9154188,1.119797281,24.5997959,24.0253,/L,61.4282,157.0933
1990-Feb-09,20:00,*,75.087,1.4784,5.93426,5.99,-6.12,65.68,-0.02,0.459489358,3.4490153,1.133703684,23.9194676,23.7527,/L,59.879,159.9484
1990-Feb-10,20:00,*,76.212,1.395,5.864349,10.8,-6.04,68.99,-0.02,0.461345417,2.9781829,1.147218972,23.2409586,23.4567,/L,58.3772,162.7788
1990-Feb-11,20:00,*,77.288,1.3168,5.798013,15.6,-5.97,72.32,-0.02,0.462928472,2.5036595,1.160344497,22.5650507,23.1386,/L,56.9181,165.5882
1990-Feb-12,20:00,*,78.319,1.2434,5.735058,20.37,-5.9,75.66,-0.02,0.46423659,2.0261265,1.173081971,21.8922349,22.7993,/L,55.4971,168.3801
1990-Feb-13,20:00,*,79.308,1.1743,5.675303,25.12,-5.82,79.02,-0.02,0.465268217,1.5462189,1.185433314,21.2227461,22.4399,/L,54.1098,171.158
1990-Feb-14,20:00,*,80.26,1.1091,5.618582,29.85,-5.75,82.39,-0.02,0.466022155,1.0645353,1.197400507,20.5565893,22.061,/L,52.7521,173.9253
1990-Feb-15,20:00,*,81.177,1.0475,5.564742,34.57,-5.69,85.77,-0.03,0.466497542,0.5816466,1.208985472,19.8935588,21.6634,/L,51.4201,176.6852
1990-Feb-16,20:00,*,82.062,0.989,5.513644,39.26,-5.62,89.15,-0.03,0.466693843,0.0981055,1.220189953,19.2332536,21.2476,/L,50.1098,179.4412
1990-Feb-17,20:00,*,82.919,0.9335,5.465157,43.94,-5.55,92.53,-0.03,0.466610835,-0.3855456,1.231015404,18.5750898,20.814,/L,48.8175,182.1965
1990-Feb-18,20:00,*,83.751,0.8806,5.419165,48.61,-5.49,95.91,-0.03,0.46624861,-0.8687661,1.241462895,17.9183106,20.3631,/L,47.5396,184.9545
1990-Feb-19,20:00,*,84.558,0.8301,5.375562,53.25,-5.43,99.29,-0.03,0.465607573,-1.3510085,1.251533007,17.2619962,19.895,/L,46.2724,187.7184
1990-Feb-20,20:00,*m,85.344,0.7818,5.334249,57.88,-5.36,102.65,-0.03,0.46468845,-1.8317103,1.261225743,16.6050712,19.41,/L,45.0126,190.4916
1990-Feb-21,20:00,*m,86.111,0.7354,5.295142,62.49,-5.3,106,-0.03,0.463492296,-2.3102852,1.270540444,15.9463125,18.9083,/L,43.7565,193.2775
1990-Feb-22,20:00,*m,86.86,0.6909,5.258164,67.09,-5.24,109.34,-0.03,0.462020515,-2.786114,1.279475702,15.284355,18.3899,/L,42.5008,196.0795
1990-Feb-23,20:00,*m,87.594,0.648,5.223245,71.67,-5.18,112.65,-0.03,0.460274882,-3.2585353,1.288029278,14.6176958,17.8549,/L,41.2418,198.901
1990-Feb-24,20:00,*m,88.313,0.6066,5.190328,76.23,-5.12,115.95,-0.03,0.458257567,-3.7268353,1.296198029,13.9446917,17.3032,/L,39.9761,201.7458
1990-Feb-25,20:00,*m,89.019,0.5666,5.159361,80.78,-5.06,119.21,-0.03,0.455971168,-4.1902371,1.303977819,13.2635508,16.7348,/L,38.7001,204.6174
1990-Feb-26,20:00,*m,89.712,0.5278,5.130304,85.31,-5,122.45,-0.03,0.453418756,-4.6478889,1.311363428,12.5723132,16.1496,/L,37.4101,207.5196
1990-Feb-27,20:00,*m,90.395,0.4901,5.103122,89.83,-4.95,125.65,-0.03,0.450603916,-5.0988516,1.318348454,11.8688248,15.5475,/L,36.1026,210.4564
1990-Feb-28,20:00,*m,91.068,0.4536,5.077791,94.33,-4.89,128.81,-0.03,0.447530807,-5.5420848,1.324925186,11.1507069,14.9282,/L,34.7736,213.4319
1990-Jul-01,20:00,*,99.785,0.0109,5.077765,356.08,4.23,359.35,0.03,0.310071507,3.098577,1.324931771,5.9145693,1.6189,/L,5.3176,17.9414
1990-Jul-02,20:00,*,99.859,0.0072,5.067528,0.03,4.28,359.29,0.03,0.312157056,4.1142902,1.327608385,3.4609824,1.3233,/T,4.3118,24.1434
1990-Jul-03,20:00,*,99.694,0.0155,5.062638,3.99,4.33,359.32,0.03,0.314811843,5.0676762,1.328890671,1.0729964,1.964,/T,6.3498,30.2519
1990-Jul-04,20:00,*,99.308,0.035,5.062894,7.97,4.38,359.46,0.04,0.317996539,5.9476311,1.328823637,-1.2252306,2.9762,/T,9.5496,36.2481
1990-Jul-05,20:00,*,98.722,0.0647,5.068076,11.95,4.44,359.73,0.04,0.321666212,6.7458669,1.327464905,-3.4141838,4.0786,/T,12.9852,42.1164
1990-Jul-06,20:00,*,97.961,0.1036,5.077956,15.96,4.5,0.14,0.03,0.325771954,7.456904,1.324881944,-5.4792498,5.2004,/T,16.4252,47.8445
1990-Jul-07,20:00,*,97.047,0.1504,5.092303,19.99,4.56,0.7,0.03,0.330262464,8.0778883,1.321149249,-7.410623,6.3181,/T,19.7951,53.4235
1990-Jul-08,20:00,*,96.005,0.2042,5.110886,24.04,4.63,1.42,0.03,0.335085475,8.6082842,1.316345664,-9.2029366,7.4211,/T,23.0644,58.8472
1990-Jul-09,20:00,*,94.858,0.264,5.13348,28.12,4.69,2.29,0.03,0.340188989,9.0494947,1.310551974,-10.8547086,8.5038,/T,26.2192,64.1125
1990-Jul-10,20:00,*,93.626,0.3289,5.159872,32.22,4.76,3.32,0.03,0.345522282,9.404457,1.303848845,-12.3676897,9.5627,/T,29.2536,69.2188
1990-Jul-11,20:00,*,92.328,0.3982,5.189859,36.35,4.83,4.51,0.03,0.351036669,9.677249,1.296315159,-13.7461868,10.5955,/T,32.1663,74.1671
1990-Jul-12,20:00,*,90.981,0.4711,5.223255,40.51,4.91,5.86,0.03,0.356686064,9.8727316,1.288026725,-14.996416,11.6005,/T,34.9586,78.9604
1990-Jul-13,20:00,*,89.599,0.5471,5.259892,44.71,4.99,7.36,0.03,0.362427339,9.9962418,1.27905535,-16.1259201,12.5767,/T,37.634,83.6031
1990-Jul-14,20:00,*,88.194,0.6256,5.299615,48.93,5.07,9,0.02,0.368220522,10.0533407,1.269468221,-17.1430693,13.5234,/T,40.197,88.1002
1990-Jul-15,20:00,*m,86.777,0.7064,5.34229,53.18,5.15,10.78,0.02,0.374028871,10.0496166,1.259327553,-18.0566501,14.44,/T,42.6531,92.4578
1990-Jul-16,20:00,*m,85.354,0.7891,5.387799,57.46,5.23,12.69,0.02,0.379818841,9.990537,1.248690446,-18.8755381,15.3265,/T,45.0082,96.6823
1990-Jul-17,20:00,*m,83.931,0.8735,5.436041,61.77,5.31,14.74,0.02,0.385559984,9.881345,1.237608909,-19.6084466,16.1825,/T,47.2689,100.7804
1990-Jul-18,20:00,*m,82.515,0.9594,5.486933,66.12,5.4,16.9,0.01,0.3912248,9.7269891,1.226130012,-20.26374,17.0082,/T,49.4415,104.7589
1990-Jul-19,20:00,*m,81.107,1.0468,5.540405,70.49,5.49,19.17,0.01,0.396788548,9.5320829,1.214296129,-20.8493057,17.8035,/T,51.5327,108.6249
1990-Jul-20,20:00,*m,79.71,1.1355,5.596406,74.89,5.58,21.55,0.01,0.402229054,9.3008851,1.202145236,-21.3724735,18.5685,/T,53.5491,112.3851
1990-Jul-21,20:00,*m,78.326,1.2256,5.654895,79.32,5.67,24.03,0.01,0.407526498,9.0372959,1.189711248,-21.8399796,19.3033,/T,55.4969,116.0462
1990-Jul-22,20:00,*m,76.955,1.3172,5.715848,83.79,5.76,26.6,0.01,0.412663211,8.7448643,1.177024362,-22.2579625,20.008,/T,57.3826,119.6146
1990-Jul-23,20:00,*m,75.597,1.4103,5.779252,88.28,5.86,29.25,0,0.417623476,8.426804,1.164111399,-22.6319828,20.6827,/T,59.2123,123.0968
1990-Jul-24,20:00,*m,74.251,1.5051,5.845104,92.8,5.95,31.99,0,0.422393341,8.0860127,1.150996131,-22.9670513,21.3274,/T,60.9919,126.4988
1990-Jul-25,20:00,*m,72.915,1.6016,5.913418,97.36,6.05,34.8,0,0.426960441,7.7250955,1.137699587,-23.2676596,21.9421,/T,62.7273,129.8264
1990-Jul-26,20:00,*m,71.59,1.7001,5.984212,101.94,6.15,37.68,0,0.431313839,7.346389,1.124240345,-23.5378065,22.5267,/T,64.4238,133.0851
1990-Jul-27,20:00,*m,70.271,1.8008,6.05752,106.55,6.25,40.62,0,0.435443873,6.9519852,1.110634814,-23.781021,23.0811,/T,66.0871,136.2803
1990-Jul-28,20:00,*m,68.959,1.9039,6.133383,111.2,6.35,43.63,-0.01,0.439342027,6.5437553,1.096897494,-24.0003825,23.6051,/T,67.7222,139.4172
1990-Jul-29,20:00,*,67.65,2.0095,6.211853,115.87,6.46,46.68,-0.01,0.443000806,6.1233727,1.083041231,-24.1985395,24.0985,/T,69.3344,142.5005
1990-Jul-30,20:00,*,66.342,2.1181,6.292989,120.58,6.56,49.79,-0.01,0.446413632,5.6923338,1.069077463,-24.3777276,24.5609,/T,70.9285,145.535
1990-Jul-31,20:00,*,65.032,2.2299,6.37686,125.31,6.67,52.93,-0.01,0.449574741,5.2519778,1.055016453,-24.5397871,24.9919,/T,72.5096,148.5251
