"Ephemeris Data for Mercury Observations From Kitt Peak, AZ; McMath Observatory; All data for 20:00 UTC",,,,,,,,,,,,,,,,,
DateObs,Time,Sun_Data,Illum%,Def_illu,Ang-diam,Ob-lon,Ob-lat,Sl-lon,Sl-lat,r,rdot,delta,deldot,S-O-T,/r,S-T-O,True_Anom
1997-May-12,20:00,*m,21.326,7.9164,10.06231,334.02,0.71,99.01,-0.03,0.465663901,-1.3141056,0.668603314,22.1699454,22.1841,/L,124.9881,187.5068
1997-May-13,20:00,*m,23.096,7.5912,9.871068,339.82,0.87,102.38,-0.03,0.464766077,-1.7949164,0.681556726,23.0744825,22.8091,/L,122.5473,190.2791
1997-May-14,20:00,*m,24.87,7.2726,9.679938,345.55,1.02,105.73,-0.03,0.463591158,-2.2736439,0.695013996,23.9226612,23.3604,/L,120.1673,193.0639
1997-May-15,20:00,*,26.644,6.9613,9.489736,351.21,1.17,109.07,-0.03,0.462140526,-2.7496721,0.708944103,24.7189041,23.8399,/L,117.8428,195.8644
1997-May-16,20:00,*,28.417,6.6581,9.301149,356.81,1.31,112.38,-0.03,0.460415927,-3.222343,0.723318478,25.4673,24.2496,/L,115.5682,198.6843
1997-May-17,20:00,*,30.188,6.3632,9.114746,2.33,1.44,115.68,-0.03,0.458419505,-3.6909476,0.738110796,26.1715575,24.5919,/L,113.3379,201.527
1997-May-18,20:00,*,31.959,6.0768,8.930999,7.79,1.57,118.95,-0.03,0.456153826,-4.1547142,0.75329675,26.8349673,24.8688,/L,111.146,204.3963
1997-May-19,20:00,*,33.728,5.799,8.750289,13.19,1.69,122.19,-0.03,0.453621928,-4.6127975,0.768853797,27.4603719,25.0824,/L,108.9867,207.296
1997-May-20,20:00,*,35.499,5.5296,8.57292,18.52,1.81,125.39,-0.03,0.450827357,-5.0642656,0.784760893,28.0501415,25.2348,/L,106.8541,210.2299
1997-May-21,20:00,*,37.272,5.2686,8.399136,23.8,1.92,128.55,-0.03,0.447774226,-5.5080866,0.800998219,28.6061539,25.328,/L,104.7424,213.2021
1997-May-22,20:00,*,39.05,5.0157,8.229121,29.02,2.02,131.68,-0.04,0.444467279,-5.9431138,0.817546887,29.1297806,25.3637,/L,102.6453,216.2169
1997-May-23,20:00,*,40.835,4.7705,8.06302,34.18,2.12,134.75,-0.04,0.440911956,-6.368069,0.83438865,29.6218746,25.3437,/L,100.557,219.2785
1997-May-24,20:00,*,42.63,4.5328,7.900938,39.3,2.21,137.78,-0.04,0.437114478,-6.7815252,0.851505598,30.0827611,25.2696,/L,98.4713,222.3917
1997-May-25,20:00,*,44.438,4.3021,7.742949,44.35,2.3,140.75,-0.03,0.433081938,-7.1818872,0.868879851,30.5122269,25.143,/L,96.3819,225.5611
1997-May-26,20:00,*,46.262,4.0782,7.589108,49.36,2.38,143.65,-0.03,0.428822405,-7.5673711,0.886493245,30.9095054,24.965,/L,94.2826,228.7919
1997-May-27,20:00,*,48.105,3.8607,7.439447,54.32,2.46,146.49,-0.03,0.424345035,-7.9359819,0.904327008,31.2732544,24.737,/L,92.1671,232.0891
1997-May-28,20:00,*,49.971,3.6491,7.293987,59.23,2.54,149.26,-0.03,0.419660204,-8.2854906,0.922361418,31.6015259,24.46,/L,90.0287,235.4584
1997-May-29,20:00,*,51.862,3.4432,7.152741,64.09,2.61,151.95,-0.03,0.414779648,-8.6134102,0.940575446,31.8917274,24.1349,/L,87.861,238.9053
1997-May-30,20:00,*m,53.782,3.2425,7.015713,68.9,2.68,154.56,-0.03,0.409716621,-8.9169708,0.958946366,32.1405774,23.7627,/L,85.6571,242.436
1997-May-31,20:00,*m,55.734,3.0468,6.882907,73.67,2.74,157.08,-0.03,0.404486061,-9.193097,0.977449351,32.344056,23.344,/L,83.4102,246.0565
1997-Jul-15,20:00,*,75.226,1.4381,5.804968,263.28,5.6,203.73,0.01,0.406947653,9.0679899,1.15895436,-23.7485303,20.2267,/T,59.7059,115.6451
1997-Jul-16,20:00,*,73.76,1.5415,5.874713,267.77,5.71,206.29,0.01,0.412103021,8.7785965,1.145195093,-24.0749127,20.9047,/T,61.6324,119.2236
1997-Jul-17,20:00,*,72.311,1.6467,5.947065,272.29,5.82,208.94,0,0.417083593,8.4632323,1.131262733,-24.3569963,21.5507,/T,63.5039,122.7151
1997-Nov-13,20:00,*,87.283,0.67,5.268241,170.52,-0.32,128.74,-0.03,0.447585342,-5.5342912,1.277028154,-22.536286,17.5475,/T,41.7899,213.3792
1997-Nov-14,20:00,*,86.341,0.7272,5.323662,175.24,-0.42,131.86,-0.04,0.444262819,-5.9688525,1.263733986,-23.5695623,17.971,/T,43.3857,216.3972
1997-Nov-15,20:00,*,85.333,0.7895,5.38284,179.96,-0.52,134.93,-0.04,0.440692152,-6.3932599,1.249840683,-24.6172317,18.382,/T,45.0408,219.4623
1997-Nov-16,20:00,*,84.256,0.8574,5.446025,184.71,-0.63,137.95,-0.04,0.436879611,-6.8060757,1.235339949,-25.679046,18.7792,/T,46.761,222.5793
1997-Nov-17,20:00,*,83.1,0.9318,5.513491,189.46,-0.73,140.92,-0.03,0.432832344,-7.205693,1.220223749,-26.7543105,19.1613,/T,48.5523,225.7529
1997-Nov-18,20:00,*,81.86,1.0132,5.585536,194.23,-0.84,143.82,-0.03,0.428558483,-7.5903143,1.204484596,-27.8417849,19.5266,/T,50.4215,228.9881
1997-Nov-19,20:00,*,80.528,1.1026,5.662489,199.02,-0.96,146.66,-0.03,0.424067257,-7.95793,1.188115897,-28.9395733,19.8733,/T,52.3755,232.2902
1997-Nov-20,20:00,*,79.094,1.201,5.744703,203.83,-1.07,149.42,-0.03,0.419369123,-8.3062943,1.171112364,-30.0449947,20.199,/T,54.4221,235.6647
1997-Nov-21,20:00,*,77.55,1.3094,5.832566,208.67,-1.19,152.11,-0.03,0.41447591,-8.6329017,1.153470512,-31.1544285,20.5013,/T,56.5695,239.1174
1997-Nov-22,20:00,*m,75.885,1.4292,5.926494,213.53,-1.32,154.71,-0.03,0.409400976,-8.9349623,1.135189251,-32.2631254,20.7771,/T,58.8267,242.6541
1997-Nov-23,20:00,*m,74.089,1.5616,6.026937,218.41,-1.45,157.23,-0.03,0.404159377,-9.2093785,1.116270603,-33.3649799,21.023,/T,61.2033,246.2811
1998-Jan-01,20:00,*m,50.968,3.598,7.338067,101.79,-6.01,190.68,0.02,0.373758563,10.0512389,0.916820791,37.1730799,22.3354,/L,88.885,92.2591
1998-Jan-02,20:00,*m,54.006,3.2986,7.171901,107.21,-5.96,192.58,0.02,0.379549124,9.994617,0.938062635,36.7591133,22.6281,/L,85.3989,96.4889
1998-Jan-03,20:00,*m,56.849,3.0271,7.015131,112.54,-5.9,194.62,0.02,0.385292217,9.8876624,0.959026009,36.214855,22.8385,/L,82.1215,100.592
1998-Jan-04,20:00,*m,59.504,2.781,6.867489,117.79,-5.85,196.77,0.01,0.390960227,9.735336,0.979643707,35.5664048,22.9758,/L,79.037,104.5753
1998-Jan-05,20:00,*m,61.981,2.5581,6.728619,122.98,-5.8,199.04,0.01,0.396528304,9.5422652,0.999862359,34.8357802,23.0479,/L,76.1305,108.4457
1998-Jan-06,20:00,*,64.29,2.3562,6.598104,128.11,-5.75,201.41,0.01,0.401974174,9.3127229,1.019640217,34.0413946,23.0622,/L,73.3879,112.21
1998-Jan-07,20:00,*,66.442,2.173,6.475503,133.19,-5.71,203.89,0.01,0.40727792,9.050624,1.038945211,33.1985292,23.025,/L,70.7964,115.875
1998-Jan-08,20:00,*,68.448,2.0068,6.360361,138.22,-5.66,206.45,0.01,0.412421789,8.7595319,1.057753277,32.319777,22.942,/L,68.3437,119.4471
1998-Jan-09,20:00,*,70.318,1.8558,6.25223,143.21,-5.63,209.11,0,0.417389984,8.4426737,1.076046924,31.4154448,22.818,/L,66.0186,122.9326
1998-Jan-10,20:00,*,72.063,1.7183,6.150673,148.16,-5.59,211.84,0,0.42216848,8.10296,1.093814022,30.4939103,22.6573,/L,63.8109,126.3377
1998-Jan-11,20:00,*,73.692,1.593,6.055274,153.07,-5.55,214.65,0,0.426744846,7.7430079,1.111046783,29.5619348,22.4639,/L,61.711,129.6681
1998-Jan-12,20:00,*,75.215,1.4786,5.965637,157.96,-5.52,217.52,0,0.431108083,7.3651648,1.127740911,28.6249318,22.2409,/L,59.7099,132.9295
1998-Jan-13,20:00,*,76.64,1.3739,5.881391,162.82,-5.49,220.46,0,0.435248478,6.9715328,1.143894887,27.6871941,21.9911,/L,57.7996,136.1272
1998-Jan-14,20:00,*,77.976,1.2779,5.802189,167.66,-5.46,223.46,-0.01,0.439157462,6.5639922,1.159509388,26.7520849,21.7172,/L,55.9725,139.2662
1998-Jan-15,20:00,*,79.229,1.1897,5.72771,172.47,-5.43,226.51,-0.01,0.442827498,6.1442245,1.174586792,25.8221942,21.4213,/L,54.2214,142.3515
1998-Jan-16,20:00,*,80.407,1.1085,5.657656,177.26,-5.41,229.61,-0.01,0.446251964,5.7137333,1.189130775,24.8994673,21.1052,/L,52.54,145.3878
1998-Jan-17,20:00,*,81.515,1.0336,5.591751,182.04,-5.38,232.76,-0.01,0.449425063,5.2738647,1.203145967,23.9853104,20.7705,/L,50.9222,148.3795
1998-Jan-18,20:00,*,82.56,0.9644,5.529742,186.79,-5.36,235.95,-0.01,0.452341731,4.8258251,1.216637673,23.080676,20.4186,/L,49.3623,151.331
1998-Jan-19,20:00,*,83.547,0.9002,5.471396,191.53,-5.33,239.17,-0.01,0.454997567,4.3706986,1.229611626,22.1861348,20.0506,/L,47.855,154.2463
1998-Jan-20,20:00,*,84.48,0.8406,5.4165,196.25,-5.31,242.42,-0.02,0.457388764,3.9094625,1.24207379,21.3019348,19.6677,/L,46.3954,157.1294
1998-Jan-21,20:00,*,85.365,0.7851,5.364857,200.96,-5.29,245.7,-0.02,0.45951205,3.4430012,1.254030188,20.4280515,19.2706,/L,44.9787,159.9842
1998-Jan-22,20:00,*m,86.205,0.7334,5.316288,205.66,-5.27,249.01,-0.02,0.461364643,2.9721197,1.265486757,19.564231,18.86,/L,43.6007,162.8144
1998-Jan-23,20:00,*m,87.004,0.685,5.270631,210.34,-5.25,252.34,-0.02,0.462944204,2.4975552,1.276449226,18.7100274,18.4365,/L,42.257,165.6237
1998-Jan-24,20:00,*m,87.765,0.6396,5.227735,215.01,-5.23,255.69,-0.02,0.464248804,2.0199885,1.286923018,17.864836,18.0006,/L,40.9438,168.4155
1998-Jan-25,20:00,*m,88.491,0.597,5.187466,219.67,-5.22,259.04,-0.02,0.465276892,1.5400543,1.296913166,17.0279226,17.5527,/L,39.6572,171.1933
1998-Jan-26,20:00,*m,89.185,0.5569,5.1497,224.31,-5.2,262.41,-0.02,0.466027274,1.0583507,1.306424244,16.1984464,17.0931,/L,38.3935,173.9605
1998-Jan-27,20:00,*m,89.85,0.5191,5.114326,228.94,-5.18,265.79,-0.03,0.466499093,0.5754488,1.315460314,15.3754765,16.622,/L,37.1493,176.7205
1998-Jan-28,20:00,*m,90.489,0.4833,5.081243,233.57,-5.17,269.17,-0.03,0.466691815,0.091901,1.324024873,14.5579954,16.1395,/L,35.921,179.4765
1998-Jan-29,20:00,*m,91.102,0.4494,5.050362,238.18,-5.15,272.56,-0.03,0.466605222,-0.3917503,1.332120802,13.7448918,15.6458,/L,34.7054,182.232
1998-Jan-30,20:00,*m,91.692,0.4172,5.021602,242.78,-5.13,275.93,-0.03,0.46623941,-0.8749643,1.33975031,12.9349427,15.1409,/L,33.4993,184.9901
1998-Jan-31,20:00,*m,92.261,0.3866,4.994891,247.36,-5.12,279.31,-0.03,0.465594786,-1.3571931,1.34691486,12.1267932,14.6248,/L,32.2993,187.7542
1998-Nov-01,20:00,*,79.542,1.1589,5.664591,186.01,0.91,132.24,-0.03,0.443833002,-6.0216996,1.187674898,-26.2403707,21.1541,/T,53.7886,216.7736
1998-Nov-02,20:00,*,78.285,1.2462,5.738989,190.85,0.82,135.3,-0.04,0.440232163,-6.4447488,1.172278276,-27.1771412,21.466,/T,55.5537,219.845
1998-Nov-03,20:00,*,76.947,1.3412,5.818089,195.7,0.72,138.32,-0.03,0.436390287,-6.8560167,1.156340638,-28.1175356,21.7557,/T,57.3932,222.9688
1998-Nov-04,20:00,*,75.521,1.4448,5.902207,200.58,0.63,141.28,-0.03,0.43231464,-7.2538739,1.13986049,-29.059146,22.0212,/T,59.314,226.1498
1998-Nov-05,20:00,*,73.997,1.558,5.991686,205.49,0.53,144.17,-0.03,0.428013482,-7.6364978,1.122837921,-29.9988305,22.2599,/T,61.3234,229.3931
1998-Nov-06,20:00,*,72.369,1.6819,6.086894,210.42,0.43,147,-0.03,0.423496189,-8.0018506,1.105275084,-30.9325266,22.4691,/T,63.4296,232.704
1998-Nov-07,20:00,*,70.627,1.8177,6.188223,215.39,0.32,149.76,-0.03,0.418773381,-8.3476558,1.087176783,-31.855038,22.6455,/T,65.6413,236.0879
1998-Nov-08,20:00,*,68.761,1.9669,6.296088,220.4,0.22,152.43,-0.03,0.413857067,-8.6713739,1.068551196,-32.7598015,22.7853,/T,67.9678,239.5506
1998-Nov-09,20:00,*,66.761,2.1309,6.410924,225.44,0.1,155.02,-0.03,0.408760808,-8.9701782,1.04941073,-33.6386308,22.8844,/T,70.4196,243.0982
1998-Nov-10,20:00,*,64.617,2.3117,6.53318,230.53,-0.01,157.53,-0.03,0.403499883,-9.2409316,1.029773043,-34.4814303,22.9378,/T,73.0075,246.7369
1998-Nov-11,20:00,*m,62.317,2.5109,6.66331,235.67,-0.13,159.93,-0.03,0.39809148,-9.4801653,1.009662235,-35.2758672,22.9399,/T,75.7436,250.4732
1998-Nov-12,20:00,*m,59.852,2.7307,6.801762,240.86,-0.26,162.23,-0.03,0.392554891,-9.684063,0.989110243,-36.006998,22.8846,/T,78.6408,254.3137
1998-Nov-13,20:00,*m,57.211,2.9734,6.948958,246.12,-0.39,164.42,-0.03,0.386911715,-9.8484501,0.968158465,-36.6568497,22.7647,/T,81.713,258.2651
1998-Nov-14,20:00,*m,54.384,3.2411,7.105269,251.46,-0.52,166.49,-0.03,0.381186068,-9.9687951,0.946859639,-37.2039661,22.5721,/T,84.9749,262.3345
1998-Nov-15,20:00,*m,51.364,3.5363,7.27098,256.87,-0.67,168.43,-0.02,0.375404783,-10.040225,0.925279981,-37.6229399,22.298,/T,88.4425,266.5287
1998-Nov-16,20:00,*m,48.144,3.8613,7.446243,262.37,-0.82,170.25,-0.02,0.3695976,-10.05756,0.903501601,-37.8839674,21.9325,/T,92.1323,270.8544
1998-Nov-17,20:00,*m,44.725,4.2181,7.631013,267.98,-0.97,171.92,-0.02,0.363797324,-10.0153765,0.881625146,-37.9524833,21.4646,/T,96.0615,275.3182
1998-Nov-18,20:00,*m,41.109,4.6082,7.824967,273.7,-1.14,173.45,-0.02,0.358039944,-9.9081016,0.859772615,-37.7889637,20.8827,/T,100.248,279.9262
1998-Nov-19,20:00,*m,37.309,5.0325,8.027409,279.54,-1.31,174.84,-0.01,0.352364679,-9.7301506,0.838090207,-37.3490229,20.1744,/T,104.7094,284.6838
1998-Nov-20,20:00,*m,33.345,5.4905,8.23714,285.53,-1.49,176.06,-0.01,0.346813935,-9.4761113,0.816750996,-36.5839727,19.3271,/T,109.4626,289.5955
1998-Nov-21,20:00,*m,29.251,5.9799,8.452331,291.67,-1.68,177.14,-0.01,0.34143314,-9.1409832,0.79595709,-35.4420596,18.3282,/T,114.5233,294.6646
1998-Nov-22,20:00,*m,25.077,6.4961,8.670368,297.96,-1.87,178.05,-0.01,0.336270418,-8.7204719,0.775940826,-33.8706274,17.1663,/T,119.9041,299.8926
1998-Nov-23,20:00,*m,20.888,7.0313,8.887727,304.44,-2.08,178.8,0,0.331376089,-8.2113356,0.756964397,-31.819447,15.8319,/T,125.614,305.2795
1998-Nov-24,20:00,*m,16.771,7.5737,9.099873,311.09,-2.29,179.4,0,0.326801949,-7.6117722,0.73931717,-29.2453804,14.3187,/T,131.6558,310.8226
1998-Nov-25,20:00,*m,12.832,8.1077,9.301258,317.92,-2.5,179.84,0,0.322600316,-6.9218247,0.723309935,-26.1183548,12.6255,/T,138.024,316.5165
1998-Nov-26,20:00,*m,9.195,8.6133,9.485438,324.93,-2.71,180.15,0.01,0.318822855,-6.1437701,0.709265403,-22.428284,10.7578,/T,144.7026,322.3531
1998-Nov-27,20:00,*,5.995,9.0672,9.645373,332.11,-2.92,180.32,0.01,0.315519184,-5.2824488,0.697504636,-18.1920995,8.7299,/T,151.6606,328.3207
1998-Nov-28,20:00,*,3.371,9.4444,9.773939,339.43,-3.13,180.37,0.01,0.312735325,-4.3454811,0.688329698,-13.45954,6.5682,/T,158.8448,334.4046
1998-Nov-29,20:00,*,1.455,9.7211,9.864598,346.87,-3.33,180.33,0.02,0.310512071,-3.3433201,0.682003742,-8.3160045,4.32,/T,166.1515,340.5866
1998-Nov-30,20:00,*,0.351,9.8774,9.912168,354.39,-3.51,180.21,0.02,0.308883391,-2.2890982,0.678730688,-2.8808689,2.1189,/T,173.2167,346.8457
1999-Apr-24,20:00,*,58.875,2.8149,6.844825,46.39,-1.76,126.16,-0.03,0.45009857,-5.174366,0.982887411,26.3705958,26.1301,/L,79.7705,210.9581
1999-Apr-25,20:00,*,60.293,2.6768,6.741227,51.2,-1.61,129.32,-0.03,0.446982412,-5.6161466,0.997992259,26.3582524,25.7717,/L,78.1156,213.9405
1999-Apr-26,20:00,*,61.709,2.5429,6.640793,55.98,-1.47,132.43,-0.03,0.443613694,-6.0488319,1.013085794,26.3280209,25.3774,/L,76.4521,216.9664
1999-Apr-27,20:00,*,63.126,2.4128,6.543446,60.72,-1.34,135.49,-0.04,0.439998038,-6.4711085,1.028157395,26.2784316,24.9481,/L,74.7747,220.0404
1999-Apr-28,20:00,*,64.549,2.2863,6.44912,65.42,-1.21,138.5,-0.03,0.436141873,-6.8815095,1.043195473,26.2076005,24.4841,/L,73.0784,223.1671
1999-Apr-29,20:00,*,65.979,2.163,6.357753,70.1,-1.08,141.46,-0.03,0.432052519,-7.278395,1.05818723,26.1132091,23.9861,/L,71.3578,226.3512
1999-Apr-30,20:00,*,67.418,2.0426,6.269292,74.74,-0.95,144.35,-0.03,0.427738303,-7.6599307,1.073118398,25.9924811,23.4544,/L,69.6076,229.598
1999-May-01,20:00,*,68.87,1.925,6.183695,79.35,-0.83,147.17,-0.03,0.423208668,-8.0240659,1.087972971,25.8421555,22.8893,/L,67.8222,232.9126
1999-May-02,20:00,*,70.336,1.8098,6.100927,83.92,-0.71,149.92,-0.03,0.418474313,-8.3685099,1.102732915,25.6584579,22.2911,/L,65.9958,236.3006
1999-Aug-21,20:00,*,69.33,1.8929,6.171701,293.09,6.43,0.2,0.02,0.308769917,-2.1931734,1.090087244,44.4385004,16.3486,/L,67.2514,347.4059
1999-Aug-22,20:00,*,72.994,1.629,6.031998,297.58,6.27,0.02,0.02,0.307817764,-1.1000668,1.11533397,43.2574449,15.6784,/L,62.6153,353.7212
1999-Aug-23,20:00,*,76.481,1.3882,5.902359,302,6.11,359.82,0.03,0.307502875,0.0109704,1.139831099,41.8367542,14.9472,/L,58.0155,0.0625
1999-Aug-24,20:00,*,79.757,1.1705,5.782551,306.37,5.96,359.62,0.03,0.307830403,1.1218331,1.163447086,40.2003535,14.1622,/L,53.4717,6.4036
1999-Aug-25,20:00,*,82.797,0.9758,5.672277,310.68,5.82,359.44,0.03,0.308795007,2.2144244,1.186065655,38.3771122,13.3308,/L,49.0035,12.7182
1999-Aug-26,20:00,*,85.58,0.8034,5.571181,314.96,5.69,359.31,0.03,0.310381111,3.2715263,1.207588268,36.3994359,12.4604,/L,44.6298,18.9808
1999-Aug-27,20:00,*,88.092,0.6524,5.478864,319.21,5.57,359.27,0.03,0.31256364,4.2775767,1.2279357,34.3016366,11.5583,/L,40.368,25.1679
1999-Aug-28,20:00,*,90.328,0.5218,5.394892,323.43,5.46,359.31,0.03,0.315309161,5.2192785,1.247048656,32.1182655,10.6317,/L,36.2336,31.2581
1999-Aug-29,20:00,*,92.288,0.4102,5.318807,327.63,5.35,359.48,0.04,0.318577318,6.0859935,1.264887465,29.8825803,9.6874,/L,32.2401,37.2333
1999-Aug-30,20:00,*,93.981,0.316,5.250141,331.81,5.25,359.77,0.03,0.32232242,6.8699108,1.281430947,27.6252809,8.7322,/L,28.3987,43.0783
1999-Aug-31,20:00,*,95.417,0.2378,5.18842,335.98,5.16,0.21,0.03,0.32649508,7.5660063,1.296674664,25.3735901,7.7723,/L,24.7189,48.7815
1999-Sep-01,20:00,*,96.612,0.1739,5.13318,340.16,5.07,0.79,0.03,0.331043763,8.171836,1.310628732,23.1507017,6.8144,/L,21.2091,54.3343
1999-Sep-02,20:00,*,97.584,0.1228,5.083968,344.33,4.99,1.53,0.03,0.335916192,8.6872135,1.323315426,20.9755666,5.8652,/L,17.8781,59.7313
1999-Nov-14,20:00,*m,0.493,9.8994,9.948511,352.3,-0.67,180.33,0.01,0.315150053,-5.1720564,0.676251232,-1.897288,2.555,/T,171.9505,329.0572
1999-Nov-15,20:00,*m,0.008,9.9418,9.942563,359.82,-0.85,180.37,0.02,0.312432633,-4.2265503,0.676655741,3.4646731,0.3145,/T,179.0019,335.1538
1999-Nov-16,20:00,*,0.381,9.8534,9.891052,7.33,-1.02,180.32,0.02,0.310280312,-3.2173212,0.680179669,8.910197,2.2181,/L,172.9203,341.3461
1999-Nov-17,20:00,*,1.622,9.6364,9.795309,14.78,-1.19,180.19,0.02,0.308726113,-2.1578041,0.686827986,14.2886075,4.5284,/L,165.3609,347.6127
1999-Nov-18,20:00,*,3.696,9.302,9.659024,22.15,-1.34,180.02,0.02,0.307794624,-1.0636721,0.696518871,19.451646,6.7511,/L,157.8267,353.9299
1999-Nov-19,20:00,*,6.525,8.8687,9.487799,29.38,-1.49,179.81,0.03,0.307500882,0.0477841,0.709088875,24.2662611,8.8448,/L,150.3942,0.2722
1999-Nov-20,20:00,*,10.001,8.3595,9.288483,36.45,-1.62,179.61,0.03,0.307849654,1.1584402,0.724304765,28.6246955,10.7788,/L,143.1219,6.6133
1999-Nov-21,20:00,*,13.995,7.7994,9.068437,43.34,-1.74,179.43,0.03,0.308835218,2.2502122,0.741880039,32.4504376,12.5319,/L,136.0581,12.9268
1999-Nov-22,20:00,*,18.367,7.2121,8.834865,50.04,-1.85,179.31,0.03,0.310441631,3.3059251,0.761493577,35.699741,14.092,/L,129.2405,19.1875
2000-Jan-27,20:00,*,96.482,0.1775,5.046189,5.78,-5.1,344.74,-0.03,0.386053467,-9.8697952,1.333222463,-21.5459793,8.3096,/T,21.6277,258.8705
2000-Jan-28,20:00,*,95.709,0.2186,5.095466,10.17,-5.17,346.79,-0.03,0.38031777,-9.9830912,1.320329167,-23.1583241,9.0082,/T,23.9156,262.9581
2000-Jan-29,20:00,*,94.814,0.2671,5.149434,14.56,-5.24,348.71,-0.02,0.374530703,-10.0467136,1.306491708,-24.8245324,9.712,/T,26.3327,267.1714
2000-Jan-30,20:00,*m,93.781,0.3239,5.208485,18.94,-5.31,350.51,-0.02,0.368722452,-10.0554413,1.291679429,-26.5426009,10.4187,/T,28.8863,271.5174
2000-Jan-31,20:00,*m,92.596,0.3904,5.273051,23.33,-5.39,352.16,-0.02,0.362926288,-10.0038201,1.275863297,-28.3088277,11.1255,/T,31.5844,276.0024
2000-Feb-01,20:00,*m,91.241,0.468,5.343608,27.72,-5.48,353.67,-0.02,0.357178678,-9.8862648,1.259016986,-30.1174192,11.8293,/T,34.4351,280.6325
2000-Feb-02,20:00,*m,89.699,0.5584,5.42067,32.12,-5.57,355.03,-0.01,0.35151932,-9.6972017,1.241118211,-31.9600568,12.5267,/T,37.4464,285.4129
2000-Feb-03,20:00,*m,87.952,0.6632,5.5048,36.53,-5.66,356.24,-0.01,0.345991085,-9.4312622,1.222150318,-33.8254394,13.2136,/T,40.6261,290.3481
2000-May-30,20:00,*m,58.636,2.7587,6.669131,271.29,2.59,191.24,0.02,0.375538134,10.0394052,1.008780949,-34.9502096,21.3985,/T,80.0597,93.5695
2000-May-31,20:00,*m,56.284,2.9748,6.804728,275.96,2.76,193.19,0.02,0.381318547,9.9667869,0.988679176,-34.8123711,21.9055,/T,82.7856,97.7606
2000-Jun-03,20:00,*m,49.52,3.655,7.24051,290.31,3.28,199.76,0.01,0.398217726,9.475263,0.929173801,-33.9534228,23.1118,/T,90.5546,109.6137
2000-Jun-04,20:00,*m,47.359,3.8929,7.395218,295.2,3.47,202.16,0.01,0.40362305,9.2352615,0.909735523,-33.5425277,23.4071,/T,93.0327,113.3476
2000-Jun-05,20:00,*m,45.241,4.1368,7.554524,300.14,3.66,204.66,0.01,0.408880486,8.9638251,0.890551473,-33.0786937,23.6479,/T,95.4672,116.984
2000-Nov-01,20:00,*m,2.931,9.4261,9.710791,20.04,1.5,180.38,0.02,0.312136559,-4.1074081,0.692805809,19.903476,6.0953,/L,160.2783,335.9008
2000-Nov-02,20:00,*m,5.434,9.0163,9.534392,27.24,1.3,180.31,0.02,0.310055229,-3.0912864,0.70562368,24.6924105,8.1501,/L,153.0331,342.1031
2000-Nov-03,20:00,*,8.617,8.5258,9.329714,34.3,1.11,180.18,0.02,0.30857546,-2.0266666,0.721103871,29.1308621,10.06,/L,145.8532,348.377
2000-Nov-04,20:00,*,12.38,7.9765,9.103571,41.19,0.92,179.99,0.02,0.307720737,-0.9294536,0.739016904,33.1271019,11.7997,/L,138.7924,354.6985
2000-Nov-05,20:00,*,16.609,7.3909,8.862867,47.89,0.74,179.79,0.03,0.307504886,0.1829169,0.759087594,36.6147596,13.353,/L,131.8943,1.0419
2000-Nov-06,20:00,*,21.179,6.7897,8.614091,54.39,0.56,179.59,0.03,0.307931413,1.2922784,0.781010211,39.5542464,14.7117,/L,125.1942,7.381
2000-Nov-07,20:00,*,25.969,6.1911,8.362954,60.69,0.39,179.42,0.03,0.308993339,2.3806111,0.804463679,41.9315236,15.8748,/L,118.7199,13.6894
2000-Nov-08,20:00,*,30.868,5.6095,8.114203,66.81,0.23,179.3,0.03,0.310673531,3.4309046,0.829125459,43.754929,16.8469,/L,112.4922,19.942
2000-Nov-09,20:00,*,35.773,5.0556,7.871563,72.74,0.09,179.27,0.03,0.312945516,4.4279124,0.854683243,45.0508559,17.6371,/L,106.5255,26.1154
2000-Nov-10,20:00,*,40.602,4.5367,7.63778,78.5,-0.05,179.33,0.03,0.315774674,5.3587299,0.880843997,45.8590027,18.2578,/L,100.8286,32.189
2000-Nov-11,20:00,*,45.285,4.0569,7.41474,84.1,-0.19,179.52,0.04,0.319119702,6.2131529,0.907340285,46.2277539,18.7228,/L,95.4052,38.1449
2000-Nov-12,20:00,*,49.773,3.6182,7.203606,89.57,-0.31,179.83,0.03,0.322934224,6.9838112,0.933934064,46.2100713,19.0472,/L,90.255,43.9686
2000-Nov-13,20:00,*,54.028,3.2204,7.004961,94.91,-0.43,180.29,0.03,0.327168416,7.6660993,0.960418302,45.8601052,19.2459,/L,85.3745,49.6489
2000-Nov-14,20:00,*,58.027,2.8621,6.818951,100.13,-0.54,180.9,0.03,0.331770541,8.2579481,0.986616888,45.2305969,19.3337,/L,80.757,55.1777
2000-Nov-15,20:00,*,61.758,2.5413,6.645401,105.26,-0.65,181.66,0.03,0.336688319,8.7594887,1.012383245,44.371044,19.3242,/L,76.3938,60.5501
2000-Nov-16,20:00,*,65.218,2.2552,6.48391,110.31,-0.75,182.59,0.03,0.341870089,9.1726606,1.037598105,43.326535,19.2302,/L,72.2747,65.7636
2000-Nov-17,20:00,*,68.411,2.0008,6.333933,115.28,-0.85,183.67,0.03,0.347265733,9.5008074,1.062166759,42.1371344,19.0632,/L,68.3883,70.8182
